mandt,lifnr,land1,name1,name2,name3,name4,ort01,ort02,pfach,pstl2,pstlz,regio,sortl,stras,adrnr,mcod1,mcod2,mcod3,anred,bahns,bbbnr,bbsnr,begru,brsch,bubkz,datlt,dtams,dtaws,erdat,ernam,esrnr,konzs,ktokk,kunnr,lnrza,loevm,sperr,sperm,spras,stcd1,stcd2,stkza,stkzu,telbx,telf1,telf2,telfx,teltx,telx1,xcpdk,xzemp,vbund,fiskn,stceg,stkzn,sperq,gbort,gbdat,sexkz,kraus,revdb,qssys,ktock,pfort,werks,ltsna,werkr,plkal,duefl,txjcd,sperz,scacd,sfrgr,lzone,xlfza,dlgrp,fityp,stcdt,regss,actss,stcd3,stcd4,stcd5,stcd6,ipisp,taxbs,profs,stgdl,emnfr,lfurl,j_1kfrepre,j_1kftbus,j_1kftind,confs,updat,uptim,nodel,qssysdat,podkzb,fisku,stenr,carrier_conf,min_comp,term_li,crc_num,cvp_xblck,rg,exp,uf,rgdate,ric,rne,rnedate,cnae,legalnat,crtn,icmstaxpay,indtyp,tdt,comsize,decregpc,j_sc_capital,j_sc_currency,alc,pmt_office,ppa_relevant,sam_ue_id,sam_eft_ind,psofg,psois,pson1,pson2,pson3,psovn,psotl,psohs,psost,transport_chain,staging_time,scheduling_type,submi_relevant,operation_flag,is_deleted,recordstamp
800,0000003414,DE,Ancofer,,,,Mülheim ad Ruhr,,,,47198,05,STEEL,Mülheimer Str.12,9639,ANCOFER,,MÜLHEIM AD RUHR,Company,,0,0,,0001,0,,,,1999-08-04,KUERSTEN,,,0001,,,,,,D,,,,,,02068-4300389,,02068-4300389,,,,,,,DE-11111111,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000003415,RU,Metallexpo,,,,Petersburg,,,,444444,,STEEL,Puskin Ul.,9640,METALLEXPO,,PETERSBURG,Company,,0,0,,0002,0,,,,1999-08-04,KUERSTEN,,,0001,,,,,,D,,,,,,70954330678,,70954330678,,,,,,,RU-11111515,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000002200,DE,HTG Komponente GmbH,,,,Hannover,,,,30132,03,WF-PREPOST,Werner Straße 12,7125,HTG KOMPONENTE GMBH,,HANNOVER,,,0,0,,HITE,0,,,,1996-03-04,MONCHANIN,,,0001,,,,,,D,,,,X,,0511-123456,,0511-123789,,,,,,,DE753951456,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000004940,CA,R & P Bros,,,,Toronto,,,,M4T 1E3,ON,R & P BROS,1652 Maple Street,7092,R & P BROS,,TORONTO,,,0,0,,,0,,,,1996-04-22,ODABASHIAN,,,0001,,,,,,E,,,,,,476-468-3456,,416-468-9112,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000001234,DE,K.F.W. Berlin,,,,Berlin,,,,13403,11,MECH,Karl-Friedrich-Str. 7,10166,K.F.W. BERLIN,,BERLIN,Company,,0,0,,TRAD,0,,,,1999-12-07,WESTERMANN,,,0001,0000001234,,,,,D,,,,,,06227/7-42443,,06227/7-52443,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000001023,DE,Molkereigenossenschaft Brandenburg,,,,Postdam,,,,14480,12,MOLKEREI,Steinstraße 102,12075,MOLKEREIGENOSSENSCHAFT BR,,POSTDAM,,,0,0,,FOOD,0,,,,2000-11-08,OBERBOERSCHG,,,0001,,,,,,D,,,,,,0331/38537-00,,0331/38537-10,,,,X,,,DE586458526,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,RU-01,RU,"OAO ""Sputnik""",,,,Moscow,,,,119333,77,RUSSIA,Leninskiy prospect 54,65170,"OAO ""SPUTNIK""",,MOSCOW,Фирма,,0,0,,,0,,,,2008-03-07,I042088,,,0002,,,,,,R,7712345678,7712345678.0,,,,499/5180203,,499/5180204,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,RU-02,RU,"OAO ""Mir""",,,,Sankt-Peterburg,,,,190005,78,RUSSIA,nab.Obvodnogo kanala 137,65171,"OAO ""MIR""",,SANKT-PETERBURG,Фирма,,0,0,,,0,,,,2008-03-07,I042088,,,0002,,,,,,R,7787654321,7787654321.0,,,,(812)703-57-16,,(812)703-57-17,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SCM550-RS,DE,Schmidt-Müller AG,Abt. Rechnungsstellung,,,Frankfurt,,,,60311,,SCM550,Johann-Wolfgang-von-Goethe-Stras 45,42766,SCHMIDT-MÜLLER AG,ABT. RECHNUNGSSTELLUNG,FRANKFURT,Firma,,0,0,,TRAD,0,,,,2003-04-30,GRUNEWALDK,,,0004,,,,,,D,,,,,,060-987-666,,060-987-111,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000001925,DE,TransLog GmbH,,,,Stuttgart,,,,70445,,SPEDITION,Marienstraße 145,7175,TRANSLOG GMBH,,STUTTGART,Company,,0,0,,,0,,,,1998-07-03,CURA,,,0005,,,,,,D,,,,,,0711-554665,,0711-554667,,,,,,,,,,,,,,,,,,,,,,X,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000001930,DE,Schmalenbach,Inlands- und Überseetransport GmbH,,,Frankfurt,,,,60599,06,SPEDITION,Randstrasse 24,6974,SCHMALENBACH,INLANDS- UND ÜBERSEETRANS,FRANKFURT,Company,,0,0,,,0,,,,1994-11-07,SACHSE,,,0005,,,,,,D,,,,,,069 / 2546-326,,069 / 2546-331,,,,,,,DE564116491,,,,,,,,,,,,,,,X,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000001055,NL,Inter-Speed BV,,,,Rotterdam,,,,7859 AZ,,SPEDITION,Noordsee-Gracht 102,7103,INTER-SPEED BV,,ROTTERDAM,,,0,0,,TRAN,0,,,,1997-01-10,BARTHEL,,,0005,,,,,,D,,,,,,073-4800,,073-48737333,,,,,,,,,,,,,,,,,,,,,,X,,,,1.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SCM550-SP,DE,Schmidt-Müller Transport GmbH,Zentrale Unternehmensleitung,,,Frankfurt,,,,60322,,SCM550,Johann-Sebastian-Bach-Strasse 55,42770,SCHMIDT-MÜLLER TRANSPORT,ZENTRALE UNTERNEHMENSLEIT,FRANKFURT,Firma,,0,0,,TRAD,0,,,,2003-04-30,GRUNEWALDK,,,0005,,,,,,D,,,,,,060-789-222,,060-789-111,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SCM550-12,DE,Schmidt-Müller Sachsen GmbH,Auslieferungswerk Dresden,,,Dresden,,,,01259,,SCM550,Pirnaer Landstrasse 44,42769,SCHMIDT-MÜLLER SACHSEN GM,AUSLIEFERUNGSWERK DRESDEN,DRESDEN,Firma,,0,0,,TRAD,0,,,,2003-04-30,GRUNEWALDK,,,0006,,,,,,D,,,,,,0351-987-765,,0351-987-111,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SCM550-11,DE,Schmidt-Müller Berlin GmbH,Auslieferungswerk Brandenburg,,,Berlin,,,,10444,,SCM550,Hamburger Allee 44,42768,SCHMIDT-MÜLLER BERLIN GMB,AUSLIEFERUNGSWERK BRANDEN,BERLIN,Firma,,0,0,,TRAD,0,,,,2003-04-30,GRUNEWALDK,,,0006,,,,,,D,,,,,,030-987-555,,030-987-111,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,SCM550-10,DE,Schmidt-Müller Nord GmbH,Vertriebswerk Hamburg,,,Hamburg,,,,20311,,SCM550,Halstenbeker Weg 44,42767,SCHMIDT-MÜLLER NORD GMBH,VERTRIEBSWERK HAMBURG,HAMBURG,Firma,,0,0,,TRAD,0,,,,2003-04-30,GRUNEWALDK,,,0006,,,,,,D,,,,,,040-987-444,,040-987-111,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,R101,DE,DC R101,,,,Stuttgart,,,,70122,,RETAIL,Mozartstraße 22,12245,DC R101,,STUTTGART,,,0,0,,,0,,,,2000-12-11,KAUER,,,0100,R101,,,,,D,,,,,,0711-223490,,0711-223491,,,,,,,,,,,,,,,,,,R101,,,,X,,,,,0000000002,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,R100,DE,DC R100,,,,Giessen,,,,55390,,RETAIL,Meisenweg 15,7737,DC R100,,GIESSEN,Firma,,0,0,,,0,,,,1998-10-13,D020740,,,0100,R100,,,,,D,,,,,,06363-927360,,06363-927370,,,,,,,,,,,,,227509973.0,,,,,R100,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100313,DE,Brose International,,,,Mannheim,,,,68165,,BROSE,Ulmenweg 122,610517,BROSE INTERNATIONAL,,MANNHEIM,Company,,0,0,,,0,,,,2011-11-07,D021219,,,KRED,,,,,,E,,,,,,0621-55678,,0621-55679,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100408,CA,North Energy Ltd,,,,Calgary,,,,T2P 4K9,AB,ENERGY,,657865,NORTH ENERGY LTD,,CALGARY,,,0,0,,,0,,,,2012-11-16,D022599,,,KRED,,,,,,E,,,,,,00-141777754,,00-141788654,,,,,,,,,,,,,,,,,,,,,,X,,,,,0000000001,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,North Energy Ltd,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100488,AU,Dave Bell Enterprises Pty Ltd,,,,Newport,,,,2106,NSW,AUBELL,20 Ocean Ave,723765,DAVE BELL ENTERPRISES PTY,,NEWPORT,,,0,0,,,0,,,,2014-10-17,I021815,,,KRED,,,,,,E,,,,,,02 9918 9-736,,02 9918 9-599,,,,,,,,,,,,,,,,,,,,,,X,,,,,2000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,Dave Bell Enterprises Pty Ltd,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100033,DE,Miller Chris,,,,Münster,,,,54874,,MILLER,Steinbeisstraße 10,7014,MILLER CHRIS,,MÜNSTER,,,0,0,,,0,,,,1998-01-14,SCHUNTER,,,KRED,,,,,,D,,,,,,05421/548-0,,05421/548-100,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100373,MX,Industrias Pacificas S.A.,,,,Colonia Chapultepec Morales,,,,11587,DF,BEST RUN M,Presidente Mazaryck 172,656028,INDUSTRIAS PACIFICAS S.A.,,COLONIA CHAPULTEPEC MORAL,Company,,0,0,,,0,,,,2012-07-13,CRMREMOTE,,,KRED,,,,,,S,,,,,,55  30 02 63 00,,55  30 02 63 00,,,,,,,,,,,,,,,,,,,,,,X,,,,,M000010000,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,Industrias Pacificas S.A.,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000001002,DE,Müller KG,,,,Rosenheim,,,87318,83204,,AUFZÜGE,Rosenstraße 11,6953,MÜLLER KG,,ROSENHEIM,,,0,0,,MBAU,0,,,,1995-05-30,BARTHELF,,,LIEF,,,,,,D,,,,,,,,0873/111133,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,CH-4000,CH,Inovation SA,Createur,,,Lausanne,,,,1018,VD,INOVATION,Av. De  Gratta -Paille 2,43709,INOVATION SA,CREATEUR,LAUSANNE,,,0,0,,,0,,,,2003-07-16,ROTH,,,VEND,,,,,,F,,,,,,021 641 1500,,021 641 1510,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,CH-1000,CH,Fankhauser AG,Distribution Company,,,Solothurn,,,,4502,SO,FANKHAUSER,Industriestrasse 12b,43706,FANKHAUSER AG,DISTRIBUTION COMPANY,SOLOTHURN,,,0,0,,,0,,,,2003-07-16,ROTH,,,VEND,,,,,,D,,,,,,032 625 6688,,032 625 6699,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,CH-3000,CH,Spichiger GmbH,Distribution Company,,,Rotkreuz,,,,6343,LU,SPICHIGER,Altwegacker 233a,43708,SPICHIGER GMBH,DISTRIBUTION COMPANY,ROTKREUZ,,,0,0,,,0,,,,2003-07-16,ROTH,,,VEND,,,,,,D,,,,,,041 799 4455,,041 799 5566,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,CH-5000,CH,Imobio AG,Distribution Company,,,Ascona,,,,6612,TI,IMOBIO,via Lido 1,43710,IMOBIO AG,DISTRIBUTION COMPANY,ASCONA,,,0,0,,,0,,,,2003-07-16,ROTH,,,VEND,,,,,,I,,,,,,091 785 7654,,091 785 4411,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,CH-2000,CH,Bürgi AG,Handelsunternehmen,,,Nänikon,,,,8606,ZH,BÜRGI,Hauptstrasse 45,43707,BÜRGI AG,HANDELSUNTERNEHMEN,NÄNIKON,,,0,0,,,0,,,,2003-07-16,ROTH,,,VEND,,,,,,D,,,,,,091 988 5656,,091 988 5544,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,R1040,DE,Forkmann Werbemittel GmbH,,,,Mainz,,,,55131,,RETAIL,Am Rathaus 5,7767,FORKMANN WERBEMITTEL GMBH,,MAINZ,Company,,0,0,,,0,,,,1998-10-15,D020740,,,VEND,,,,,,D,,,,,,06131/228523,,06131/228521,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,R1000,DE,Unisono AG,,,,Pfungstadt,,,,64312,,RETAIL,Walter-von-der-Vogelweide-Str 12-15,7761,UNISONO AG,,PFUNGSTADT,Company,,0,0,,,0,,,,1998-10-14,D020740,,,VEND,,,,,,D,,,,,,06157/637-0,,06157/637-300,,,,,,,,,,,,,227509974.0,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,R1001,DE,Walter & Schulz GmbH & Co KG,,,,Saarbrücken,,,,66119,,RETAIL,Hölderlin-Weg 34,7763,WALTER & SCHULZ GMBH & CO,,SAARBRÜCKEN,Company,,0,0,,,0,,,,1998-10-14,D020740,,,VEND,,,,,,D,,,,,,0681/839 52-0,,0681/839 52-100,,,,,,,,,,,,,210102807.0,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,VE4510,CA,SAP Plant - Eastern Canada,Montreal,,,Montreal,,,,H4L 1H9,QC,EASTCANADA,3900 Rue Ste. Laurent,634883,SAP PLANT - EASTERN CANAD,MONTREAL,MONTREAL,,,0,0,,TRAD,0,,,,2012-02-16,D022599,,,VEND,CU4510,,,,,E,,,,,,514-315-7001,,514-315-7002,,,,,,,,,,,,,,,,,,4510,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100073,AR,Proveedor 1,,,,,,,,1001,,ARGENTINA,Av. Leandro N. Alem 855,16827,PROVEEDOR 1,,,Mr.,,0,0,,,0,,,,2002-01-04,SZPAK,,,ZARG,,,,,,S,30521690581,,,,,54-11-4891-3000,,54-11-4891-3000,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,1.0,80.0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100208,AR,Proveedor 2,,,,,,,,1001,,ARGENTINA,Av. Leandro N. Alem 857,49901,PROVEEDOR 2,,,Empresa,,0,0,,,0,,,,2005-04-20,CAAMANO,,,ZARG,,,,,,S,30521690601,,,,,54-11-4891-3001,,54-11-4891-3001,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000015,AU,Reynolds Software,,,,Rockingham,,1030,,4854,WA,BEST RUN A,500 Rae Rd,656249,REYNOLDS SOFTWARE,,ROCKINGHAM,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,E,,,,,,2 9216 50000,,2 9216 50001,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000013,MX,Global Computers,,,,Colonia Valle de las Brisas,,1030,,64790,NL,BEST RUN M,Lázaro Cárdenas 3701,656248,GLOBAL COMPUTERS,,COLONIA VALLE DE LAS BRIS,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,S,,,,,,81 20 20 80 00,,81 20 20 80 00,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000005,FR,Metro Solutions,,,,Paris,,1030,,75013,75,BEST RUN F,600 Passage Fernat,656236,METRO SOLUTIONS,,PARIS,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,F,,,,,,148 76 56 600,,148 76 56 601,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000011,RU,Глобал Компьютер,,,,Новосибирск,,1030,630102,630102,54,BEST RUN R,Бориса Богаткова 24,656246,ГЛОБАЛ КОМПЬЮТЕР,,НОВОСИБИРСК,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,R,,,,,,(383) 291-02-58,,(383) 291-02-59,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000012,CN,陕西公司,,,,西安,,1030,,710075,050,BEST RUN C,300 丰惠南路,656247,陕西公司,,西安,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,1,,,,,,29-22523568,,29-22523566,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000007,GB,MetroPolis Corp,,,,London,,1030,,W2 1ED,,BEST RUN U,404 Edgware Road,656242,METROPOLIS CORP,,LONDON,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,8,,,,,,208 917 6600,,208 917 6601,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000009,JP,東光エンタープライズ,,,,品川区,,1030,,1000004,13,BEST RUN J,新川5.5.5,656244,東光エンタープライズ,,品川区,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,J,,,,,,03-1234-5000,,03-1111-5001,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0007000010,KR,한국 시스템,,,,서울,,1030,,344-462,,BEST RUN K,500 강동구 잠실,656245,한국 시스템,,서울,Company,,0,0,,,0,,,,2012-07-24,CRMREMOTE,,,ZH03,,,,,,3,,,,,,02-303-5000,,011-303-5001,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100049,MX,"COMERCIAL KEYMAN,S.A",,,,COL DEL VALLE,,,,12475,DF,KEYMAN,NICOLAS SN JUAN 525,7165,"COMERCIAL KEYMAN,S.A",,COL DEL VALLE,,,0,0,,TRAD,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,SID840914RV9,,,,,5230157,,5230158,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100046,MX,BODEGA DE LLANTAS SA,,,,SAN JOSE INSURGENTES,,,,14580,DF,BODEGA,REVOLUCION 1134,7162,BODEGA DE LLANTAS SA,,SAN JOSE INSURGENTES,,,0,0,,TRAN,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,OME910913BA2,,,,,5939009,,5939010,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100045,MX,ASESORIA INDUSTRIAL,,,,JARDIN BALBUENA,,,,15900,DF,ASESORIA,FRAY SERVANDO 840,7169,ASESORIA INDUSTRIAL,,JARDIN BALBUENA,,,0,0,,0001,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,IGN9504107WA,,,,,7852025,,7852026,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
800,0000100048,MX,"RUDEZ Y CIA, S.A.",,,,COL DEL VALLE,,,,31001,DF,RUDEZ,DIV DEL NORTE 923,7164,"RUDEZ Y CIA, S.A.",,COL DEL VALLE,,,0,0,,TEXT,0,,,,1998-09-16,OLBERT,,,ZMX1,,,,,,S,TDS870105JG4,,,,,6829216,,6829217,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,I,False,2021-03-31 02:47:30.036270+00:00
