client,addrnumber,date_from,nation,date_to,title,name1,name2,name3,name4,name_text,name_co,city1,city2,city_code,cityp_code,home_city,cityh_code,chckstatus,regiogroup,post_code1,post_code2,post_code3,pcode1_ext,pcode2_ext,pcode3_ext,po_box,dont_use_p,po_box_num,po_box_loc,city_code2,po_box_reg,po_box_cty,postalarea,transpzone,street,dont_use_s,streetcode,streetabbr,house_num1,house_num2,house_num3,str_suppl1,str_suppl2,str_suppl3,location,building,floor,roomnumber,country,langu,region,addr_group,flaggroups,pers_addr,sort1,sort2,sort_phn,deflt_comm,tel_number,tel_extens,fax_number,fax_extens,flagcomm2,flagcomm3,flagcomm4,flagcomm5,flagcomm6,flagcomm7,flagcomm8,flagcomm9,flagcomm10,flagcomm11,flagcomm12,flagcomm13,addrorigin,mc_name1,mc_city1,mc_street,extension1,extension2,time_zone,taxjurcode,address_id,langu_crea,adrc_uuid,uuid_belated,id_category,adrc_err_status,po_box_lobby,deli_serv_type,deli_serv_number,county_code,county,township_code,township,mc_county,mc_township,xpcpt,operation_flag,is_deleted,recordstamp
800,730839,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730811,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731772,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731529,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731781,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731527,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730223,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731524,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,733465,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731597,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731540,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730899,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730895,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,732688,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,658160,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,732155,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,727579,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731768,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729979,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731467,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,INT,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730003,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731574,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731549,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730602,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730604,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,733212,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731624,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730599,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731794,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731777,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730600,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731813,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731878,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,657284,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,733458,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,678212,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,657580,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729476,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729024,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,728986,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731618,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,733082,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,723201,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731899,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,728871,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,678465,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,656860,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729949,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731572,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729622,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731767,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731922,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729741,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731784,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731962,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731780,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729635,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730887,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731782,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,732681,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731783,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730903,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731769,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,676382,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729652,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730819,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730919,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731778,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729948,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731550,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730851,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,678216,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730871,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730605,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,732586,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729475,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,639530,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731509,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730603,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,657577,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731883,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,677143,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729681,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,733486,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,732087,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731907,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,657581,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731975,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730847,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,731764,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729625,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,730843,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
800,729674,0001-01-01,,9999-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,I,False,2021-03-31 02:34:39.827464+00:00
